# STRING v12.0 protein-protein interaction subgraph over the NeuroAD gene universe
# (74 PI4AD snapshot genes UNION 50 Open Targets AD targets UNION MECHANISM_GENES = 115 symbols).
# Source: STRING v12.0 https://string-db.org/api/tsv/network (Homo sapiens, taxon 9606),
# fetched 2026-07-11, no credentials. Licensed CC BY 4.0 (bundling a subset is license-clean).
# combined_score is STRING's integrated confidence on the 0-1000 scale (network default cutoff 400).
# This is the offline-first, deterministic PPI network for in-repo RWR/heat-diffusion propagation.
gene_a,gene_b,combined_score,string_version
GRIN2A,MAPK3,425,v12.0
GRIN2A,MAPT,424,v12.0
GRIN2A,PSEN1,676,v12.0
GRIN2A,SLC6A3,460,v12.0
GRIN2A,SRC,963,v12.0
GRIN2B,GRIN2C,998,v12.0
GRIN2B,GRIN2D,998,v12.0
GRIN2B,GRIN3A,999,v12.0
GRIN2B,GRIN3B,996,v12.0
GRIN2B,GSK3B,478,v12.0
GRIN2B,HRAS,583,v12.0
GRIN2B,KRAS,549,v12.0
GRIN2B,LYN,582,v12.0
GRIN2B,MAPK3,666,v12.0
GRIN2B,MAPT,510,v12.0
GRIN2B,NRAS,543,v12.0
GRIN2B,PLCG1,503,v12.0
GRIN2B,PSEN1,478,v12.0
GRIN2B,PTEN,547,v12.0
GRIN2B,PTPN11,441,v12.0
GRIN2B,SLC6A3,553,v12.0
GRIN2B,SRC,933,v12.0
GRIN2C,GRIN2D,998,v12.0
GRIN2C,GRIN3A,998,v12.0
GRIN2C,GRIN3B,996,v12.0
GRIN2C,SRC,486,v12.0
GRIN2D,GRIN3A,998,v12.0
GRIN2D,GRIN3B,996,v12.0
GRIN2D,HRAS,524,v12.0
GRIN2D,KRAS,515,v12.0
GRIN2D,NRAS,515,v12.0
GRIN2D,SRC,507,v12.0
GRIN3A,GRIN3B,995,v12.0
GRN,MAPT,885,v12.0
GRN,PSAP,856,v12.0
GRN,PSEN1,649,v12.0
GRN,PSEN2,615,v12.0
GRN,SORL1,445,v12.0
GRN,TREM2,553,v12.0
GRN,UBB,456,v12.0
GSK3B,HDAC1,510,v12.0
GSK3B,HMGCR,601,v12.0
GSK3B,HRAS,451,v12.0
GSK3B,HSP90AA1,958,v12.0
GSK3B,HSP90AB1,920,v12.0
GSK3B,INS,753,v12.0
GSK3B,ITGB1,478,v12.0
GSK3B,JUN,908,v12.0
GSK3B,KRAS,596,v12.0
GSK3B,MAPK1,742,v12.0
GSK3B,MAPT,999,v12.0
GSK3B,MYC,996,v12.0
GSK3B,NFKB1,713,v12.0
GSK3B,NRAS,457,v12.0
GSK3B,PECAM1,423,v12.0
GSK3B,PIK3CA,630,v12.0
GSK3B,PIK3CB,460,v12.0
GSK3B,PIK3R1,497,v12.0
GSK3B,PLCG1,575,v12.0
GSK3B,PSEN1,995,v12.0
GSK3B,PSEN2,551,v12.0
GSK3B,PTEN,906,v12.0
GSK3B,PTK2,656,v12.0
GSK3B,PTPN11,533,v12.0
GSK3B,RHOA,659,v12.0
GSK3B,SHC1,457,v12.0
GSK3B,SRC,867,v12.0
GSK3B,STAT3,804,v12.0
GSK3B,TLR2,416,v12.0
GSK3B,TLR4,577,v12.0
GSK3B,TP53,992,v12.0
GSK3B,UBB,563,v12.0
HDAC1,HRAS,563,v12.0
HDAC1,HSP90AA1,764,v12.0
HDAC1,HSP90AB1,751,v12.0
HDAC1,INS,464,v12.0
HDAC1,ITGB1,484,v12.0
HDAC1,JUN,967,v12.0
HDAC1,MAPK1,534,v12.0
HDAC1,MAPK3,480,v12.0
HDAC1,MYC,991,v12.0
HDAC1,NFKB1,996,v12.0
HDAC1,NRAS,585,v12.0
HDAC1,PTEN,516,v12.0
HDAC1,SHC1,472,v12.0
HDAC1,SRC,430,v12.0
HDAC1,STAT3,984,v12.0
HDAC1,SYK,426,v12.0
HDAC1,TP53,999,v12.0
HMGCR,INS,717,v12.0
HMGCR,JUN,423,v12.0
HMGCR,KRAS,419,v12.0
HMGCR,MAPK3,452,v12.0
HMGCR,NFKB1,411,v12.0
HMGCR,PSEN1,417,v12.0
HMGCR,RHOA,605,v12.0
HMGCR,STAT3,453,v12.0
HMGCR,TP53,479,v12.0
HRAS,HSP90AA1,819,v12.0
HRAS,HSP90AB1,443,v12.0
HRAS,INS,704,v12.0
HRAS,ITGB1,646,v12.0
HRAS,ITGB3,661,v12.0
HRAS,JUN,778,v12.0
HRAS,KIT,962,v12.0
HRAS,KRAS,992,v12.0
HRAS,LYN,772,v12.0
HRAS,MAPK1,979,v12.0
HRAS,MAPK3,983,v12.0
HRAS,MYC,871,v12.0
HRAS,NFKB1,725,v12.0
HRAS,NRAS,932,v12.0
HRAS,PDGFRB,962,v12.0
HRAS,PIK3CA,995,v12.0
HRAS,PIK3CB,963,v12.0
HRAS,PIK3R1,990,v12.0
HRAS,PIK3R2,930,v12.0
HRAS,PLK1,451,v12.0
HRAS,PTEN,823,v12.0
HRAS,PTK2,668,v12.0
HRAS,PTPN11,926,v12.0
HRAS,RHOA,540,v12.0
HRAS,SHC1,860,v12.0
HRAS,SRC,994,v12.0
HRAS,STAT3,505,v12.0
HRAS,SYK,932,v12.0
HRAS,TP53,925,v12.0
HRAS,UBB,714,v12.0
HSP90AA1,HSP90AB1,997,v12.0
HSP90AA1,INS,549,v12.0
HSP90AA1,ITGB3,722,v12.0
HSP90AA1,JUN,798,v12.0
HSP90AA1,KIT,708,v12.0
HSP90AA1,KRAS,818,v12.0
HSP90AA1,LYN,809,v12.0
HSP90AA1,MAPK1,941,v12.0
HSP90AA1,MAPK3,823,v12.0
HSP90AA1,MAPT,959,v12.0
HSP90AA1,MYC,975,v12.0
HSP90AA1,NCK1,438,v12.0
HSP90AA1,NFKB1,634,v12.0
HSP90AA1,NRAS,817,v12.0
HSP90AA1,PDGFRB,687,v12.0
HSP90AA1,PIK3CA,837,v12.0
HSP90AA1,PIK3R1,788,v12.0
HSP90AA1,PIK3R2,578,v12.0
HSP90AA1,PLCG1,669,v12.0
HSP90AA1,PLK1,957,v12.0
HSP90AA1,PTEN,803,v12.0
HSP90AA1,PTK2,716,v12.0
HSP90AA1,RHOA,767,v12.0
HSP90AA1,SHC1,680,v12.0
HSP90AA1,SRC,999,v12.0
HSP90AA1,STAT3,971,v12.0
HSP90AA1,SYK,598,v12.0
HSP90AA1,TLR2,982,v12.0
HSP90AA1,TLR4,987,v12.0
HSP90AA1,TP53,999,v12.0
HSP90AA1,UBB,726,v12.0
HSP90AB1,INS,548,v12.0
HSP90AB1,ITGB1,545,v12.0
HSP90AB1,ITGB3,457,v12.0
HSP90AB1,JUN,752,v12.0
HSP90AB1,KIT,665,v12.0
HSP90AB1,KRAS,635,v12.0
HSP90AB1,LYN,714,v12.0
HSP90AB1,MAPK1,813,v12.0
HSP90AB1,MAPK3,818,v12.0
HSP90AB1,MAPT,938,v12.0
HSP90AB1,MYC,890,v12.0
HSP90AB1,NFKB1,845,v12.0
HSP90AB1,NRAS,608,v12.0
HSP90AB1,PDGFRB,658,v12.0
HSP90AB1,PIK3CA,639,v12.0
HSP90AB1,PLK1,866,v12.0
HSP90AB1,PTEN,665,v12.0
HSP90AB1,PTK2,452,v12.0
HSP90AB1,RHOA,545,v12.0
HSP90AB1,SRC,995,v12.0
HSP90AB1,STAT3,890,v12.0
HSP90AB1,TLR2,982,v12.0
HSP90AB1,TLR4,988,v12.0
HSP90AB1,TP53,995,v12.0
HSP90AB1,UBB,689,v12.0
INS,ITGAM,587,v12.0
INS,ITGB1,604,v12.0
INS,JUN,741,v12.0
INS,KIT,958,v12.0
INS,KRAS,541,v12.0
INS,MAPK1,763,v12.0
INS,MAPK3,813,v12.0
INS,MAPT,505,v12.0
INS,MYC,714,v12.0
INS,NFKB1,875,v12.0
INS,PDGFRB,975,v12.0
INS,PECAM1,708,v12.0
INS,PIK3CA,585,v12.0
INS,PIK3CB,485,v12.0
INS,PIK3R1,824,v12.0
INS,PIK3R2,678,v12.0
INS,PSEN1,447,v12.0
INS,PTEN,869,v12.0
INS,PTK2,643,v12.0
INS,PTPN11,480,v12.0
INS,PTPRC,668,v12.0
INS,RHOA,569,v12.0
INS,SHC1,793,v12.0
INS,SLC6A3,454,v12.0
INS,SRC,886,v12.0
INS,STAT3,885,v12.0
INS,TLR2,569,v12.0
INS,TLR4,710,v12.0
INS,TP53,879,v12.0
ITGAM,ITGB1,974,v12.0
ITGAM,ITGB3,871,v12.0
ITGAM,JUN,474,v12.0
ITGAM,KIT,797,v12.0
ITGAM,KRAS,400,v12.0
ITGAM,LOC102723407,405,v12.0
ITGAM,LYN,647,v12.0
ITGAM,MAPK3,697,v12.0
ITGAM,MYC,500,v12.0
ITGAM,NFKB1,618,v12.0
ITGAM,PDGFRB,483,v12.0
ITGAM,PECAM1,836,v12.0
ITGAM,PIK3CA,916,v12.0
ITGAM,PIK3CB,915,v12.0
ITGAM,PIK3R1,910,v12.0
ITGAM,PIK3R2,903,v12.0
ITGAM,PTEN,414,v12.0
ITGAM,PTK2,723,v12.0
ITGAM,PTPRC,971,v12.0
ITGAM,SRC,811,v12.0
ITGAM,STAT3,828,v12.0
ITGAM,SYK,593,v12.0
ITGAM,TLR2,893,v12.0
ITGAM,TLR4,920,v12.0
ITGAM,TP53,481,v12.0
ITGAM,TREM2,629,v12.0
ITGB1,ITGB3,987,v12.0
ITGB1,JUN,605,v12.0
ITGB1,KIT,712,v12.0
ITGB1,KRAS,726,v12.0
ITGB1,LYN,754,v12.0
ITGB1,MAPK3,495,v12.0
ITGB1,MYC,497,v12.0
ITGB1,NFKB1,549,v12.0
ITGB1,NRAS,515,v12.0
ITGB1,PDGFRB,735,v12.0
ITGB1,PECAM1,828,v12.0
ITGB1,PIK3CA,953,v12.0
ITGB1,PIK3CB,918,v12.0
ITGB1,PIK3R1,951,v12.0
ITGB1,PIK3R2,915,v12.0
ITGB1,PLCG2,410,v12.0
ITGB1,PTEN,622,v12.0
ITGB1,PTK2,997,v12.0
ITGB1,PTPN11,431,v12.0
ITGB1,PTPRC,913,v12.0
ITGB1,RHOA,839,v12.0
ITGB1,SHC1,757,v12.0
ITGB1,SRC,986,v12.0
ITGB1,STAT3,822,v12.0
ITGB1,SYK,564,v12.0
ITGB1,TLR4,627,v12.0
ITGB1,TP53,504,v12.0
ITGB3,JUN,548,v12.0
ITGB3,KIT,587,v12.0
ITGB3,KRAS,621,v12.0
ITGB3,LYN,611,v12.0
ITGB3,MAPK1,728,v12.0
ITGB3,MAPK3,758,v12.0
ITGB3,NRAS,577,v12.0
ITGB3,PDGFRB,727,v12.0
ITGB3,PECAM1,887,v12.0
ITGB3,PLCG1,465,v12.0
ITGB3,PLCG2,537,v12.0
ITGB3,PTK2,990,v12.0
ITGB3,PTPN11,668,v12.0
ITGB3,PTPRC,653,v12.0
ITGB3,RHOA,811,v12.0
ITGB3,SHC1,972,v12.0
ITGB3,SRC,998,v12.0
ITGB3,SYK,868,v12.0
ITGB3,TLR2,547,v12.0
JUN,KIT,452,v12.0
JUN,KRAS,624,v12.0
JUN,LYN,673,v12.0
JUN,MAPK1,998,v12.0
JUN,MAPK3,987,v12.0
JUN,MYC,970,v12.0
JUN,NFKB1,994,v12.0
JUN,NRAS,510,v12.0
JUN,PDGFRB,657,v12.0
JUN,PECAM1,438,v12.0
JUN,PIK3CA,646,v12.0
JUN,PIK3CB,508,v12.0
JUN,PIK3R1,615,v12.0
JUN,PIK3R2,424,v12.0
JUN,PLCG1,602,v12.0
JUN,PLCG2,407,v12.0
JUN,PLK1,430,v12.0
JUN,PSAP,838,v12.0
JUN,PSEN1,408,v12.0
JUN,PTEN,775,v12.0
JUN,PTK2,516,v12.0
JUN,PTPN11,575,v12.0
JUN,PTPRC,582,v12.0
JUN,RHOA,808,v12.0
JUN,SHC1,540,v12.0
JUN,SRC,974,v12.0
JUN,STAT3,995,v12.0
JUN,SYK,553,v12.0
JUN,TLR2,611,v12.0
JUN,TLR4,741,v12.0
JUN,TP53,997,v12.0
KIT,KRAS,976,v12.0
KIT,LOC102723407,479,v12.0
KIT,LYN,928,v12.0
KIT,MAPK3,516,v12.0
KIT,MYC,674,v12.0
KIT,NFKB1,441,v12.0
KIT,NRAS,981,v12.0
KIT,PECAM1,774,v12.0
KIT,PIK3CA,986,v12.0
KIT,PIK3CB,961,v12.0
KIT,PIK3R1,995,v12.0
KIT,PIK3R2,968,v12.0
KIT,PLCG1,886,v12.0
KIT,PLCG2,414,v12.0
KIT,PTEN,719,v12.0
KIT,PTPN11,990,v12.0
KIT,PTPRC,906,v12.0
KIT,SHC1,967,v12.0
KIT,SRC,802,v12.0
KIT,STAT3,960,v12.0
KIT,SYK,626,v12.0
KIT,TLR4,476,v12.0
KIT,TP53,816,v12.0
KRAS,LOC102723407,448,v12.0
KRAS,LYN,874,v12.0
KRAS,MAPK1,988,v12.0
KRAS,MAPK3,982,v12.0
KRAS,MYC,872,v12.0
KRAS,NFKB1,805,v12.0
KRAS,NRAS,944,v12.0
KRAS,PDGFRB,959,v12.0
KRAS,PECAM1,452,v12.0
KRAS,PIK3CA,998,v12.0
KRAS,PIK3CB,973,v12.0
KRAS,PIK3R1,963,v12.0
KRAS,PIK3R2,946,v12.0
KRAS,PLCG1,538,v12.0
KRAS,PLK1,644,v12.0
KRAS,PTEN,936,v12.0
KRAS,PTK2,729,v12.0
KRAS,PTPN11,953,v12.0
KRAS,PTPRC,524,v12.0
KRAS,RHOA,482,v12.0
KRAS,SHC1,758,v12.0
KRAS,SRC,990,v12.0
KRAS,STAT3,817,v12.0
KRAS,SYK,936,v12.0
KRAS,TLR4,419,v12.0
KRAS,TP53,949,v12.0
KRAS,UBB,576,v12.0
LOC102723407,LYN,947,v12.0
LOC102723407,MYC,922,v12.0
LOC102723407,NFKB1,443,v12.0
LOC102723407,NRAS,481,v12.0
LOC102723407,PLCG1,910,v12.0
LOC102723407,PLCG2,945,v12.0
LOC102723407,PTPRC,672,v12.0
LOC102723407,STAT3,401,v12.0
LOC102723407,SYK,955,v12.0
LOC102723407,TP53,813,v12.0
LYN,MAPK1,829,v12.0
LYN,MAPK3,832,v12.0
LYN,MYC,503,v12.0
LYN,NCK1,717,v12.0
LYN,NCK2,481,v12.0
LYN,NFKB1,507,v12.0
LYN,NRAS,794,v12.0
LYN,PECAM1,802,v12.0
LYN,PIK3CA,935,v12.0
LYN,PIK3CB,957,v12.0
LYN,PIK3R1,964,v12.0
LYN,PIK3R2,930,v12.0
LYN,PLCG1,865,v12.0
LYN,PLCG2,961,v12.0
LYN,PTEN,480,v12.0
LYN,PTK2,970,v12.0
LYN,PTPN11,807,v12.0
LYN,PTPRC,981,v12.0
LYN,RHOA,759,v12.0
LYN,SHC1,991,v12.0
LYN,SRC,989,v12.0
LYN,STAT3,938,v12.0
LYN,SYK,999,v12.0
LYN,TLR2,551,v12.0
LYN,TLR4,542,v12.0
LYN,TP53,612,v12.0
LYN,UBB,554,v12.0
MAPK1,MAPK3,994,v12.0
MAPK1,MAPT,952,v12.0
MAPK1,MYC,983,v12.0
MAPK1,NFKB1,790,v12.0
MAPK1,NRAS,959,v12.0
MAPK1,PECAM1,449,v12.0
MAPK1,PIK3CA,822,v12.0
MAPK1,PIK3CB,618,v12.0
MAPK1,PIK3R1,659,v12.0
MAPK1,PLCG1,769,v12.0
MAPK1,PTEN,677,v12.0
MAPK1,PTK2,551,v12.0
MAPK1,PTPN11,955,v12.0
MAPK1,PTPRC,546,v12.0
MAPK1,RHOA,593,v12.0
MAPK1,SHC1,962,v12.0
MAPK1,SRC,932,v12.0
MAPK1,STAT3,996,v12.0
MAPK1,TLR4,606,v12.0
MAPK1,TP53,998,v12.0
MAPK3,MAPT,968,v12.0
MAPK3,MYC,986,v12.0
MAPK3,NFKB1,881,v12.0
MAPK3,NRAS,970,v12.0
MAPK3,PECAM1,607,v12.0
MAPK3,PIK3CA,597,v12.0
MAPK3,PIK3CB,640,v12.0
MAPK3,PIK3R1,488,v12.0
MAPK3,PIK3R2,409,v12.0
MAPK3,PLCG1,758,v12.0
MAPK3,PLCG2,461,v12.0
MAPK3,PTEN,756,v12.0
MAPK3,PTPN11,990,v12.0
MAPK3,PTPRC,692,v12.0
MAPK3,RHOA,833,v12.0
MAPK3,SHC1,780,v12.0
MAPK3,SRC,944,v12.0
MAPK3,STAT3,870,v12.0
MAPK3,TLR2,607,v12.0
MAPK3,TLR4,824,v12.0
MAPK3,TP53,994,v12.0
MAPT,NDUFA8,650,v12.0
MAPT,NDUFAB1,659,v12.0
MAPT,NDUFS1,660,v12.0
MAPT,NDUFS5,650,v12.0
MAPT,NDUFV2,680,v12.0
MAPT,PICALM,744,v12.0
MAPT,PIK3R1,587,v12.0
MAPT,PLCG1,558,v12.0
MAPT,PLCG2,459,v12.0
MAPT,PSEN1,950,v12.0
MAPT,PSEN2,883,v12.0
MAPT,PTPN11,646,v12.0
MAPT,SLC6A3,517,v12.0
MAPT,SORL1,600,v12.0
MAPT,SRC,897,v12.0
MAPT,SYK,408,v12.0
MAPT,TP53,442,v12.0
MAPT,TREM2,733,v12.0
MAPT,UBB,632,v12.0
MS4A6A,PICALM,790,v12.0
MS4A6A,PSEN1,487,v12.0
MS4A6A,PSEN2,506,v12.0
MS4A6A,SORL1,682,v12.0
MS4A6A,TREM2,699,v12.0
MYC,NFKB1,917,v12.0
MYC,NRAS,681,v12.0
MYC,PDGFRB,674,v12.0
MYC,PECAM1,515,v12.0
MYC,PIK3CA,740,v12.0
MYC,PIK3R1,675,v12.0
MYC,PLCG1,583,v12.0
MYC,PLK1,844,v12.0
MYC,PTEN,908,v12.0
MYC,PTK2,578,v12.0
MYC,PTPN11,667,v12.0
MYC,PTPRC,612,v12.0
MYC,RHOA,727,v12.0
MYC,SHC1,683,v12.0
MYC,SRC,805,v12.0
MYC,STAT3,985,v12.0
MYC,SYK,451,v12.0
MYC,TLR4,473,v12.0
MYC,TP53,997,v12.0
NCK1,NCK2,979,v12.0
NCK1,PDGFRB,915,v12.0
NCK1,PIK3R1,835,v12.0
NCK1,PLCG1,952,v12.0
NCK1,PLCG2,715,v12.0
NCK1,PTK2,939,v12.0
NCK1,PTPN11,568,v12.0
NCK1,RHOA,493,v12.0
NCK1,SHC1,969,v12.0
NCK1,SRC,857,v12.0
NCK1,SYK,881,v12.0
NCK1,TP53,488,v12.0
NCK2,PDGFRB,842,v12.0
NCK2,PTK2,960,v12.0
NCK2,SRC,735,v12.0
NDUFA8,NDUFAB1,999,v12.0
NDUFA8,NDUFS1,999,v12.0
NDUFA8,NDUFS5,999,v12.0
NDUFA8,NDUFV2,999,v12.0
NDUFAB1,NDUFS1,999,v12.0
NDUFAB1,NDUFS5,999,v12.0
NDUFAB1,NDUFV2,999,v12.0
NDUFS1,NDUFS5,999,v12.0
NDUFS1,NDUFV2,999,v12.0
NDUFS5,NDUFV2,999,v12.0
NFKB1,NRAS,713,v12.0
NFKB1,PECAM1,514,v12.0
NFKB1,PIK3CA,697,v12.0
NFKB1,PIK3CB,520,v12.0
NFKB1,PIK3R1,626,v12.0
NFKB1,PLCG1,412,v12.0
NFKB1,PLCG2,470,v12.0
NFKB1,PTEN,652,v12.0
NFKB1,PTK2,506,v12.0
NFKB1,PTPN11,425,v12.0
NFKB1,PTPRC,577,v12.0
NFKB1,RHOA,735,v12.0
NFKB1,SRC,756,v12.0
NFKB1,STAT3,962,v12.0
NFKB1,SYK,741,v12.0
NFKB1,TLR2,992,v12.0
NFKB1,TLR4,993,v12.0
NFKB1,TP53,989,v12.0
NFKB1,UBB,575,v12.0
NRAS,PDGFRB,959,v12.0
NRAS,PIK3CA,995,v12.0
NRAS,PIK3CB,947,v12.0
NRAS,PIK3R1,956,v12.0
NRAS,PIK3R2,933,v12.0
NRAS,PLK1,499,v12.0
NRAS,PTEN,872,v12.0
NRAS,PTK2,655,v12.0
NRAS,PTPN11,952,v12.0
NRAS,PTPRC,415,v12.0
NRAS,SHC1,691,v12.0
NRAS,SRC,970,v12.0
NRAS,STAT3,535,v12.0
NRAS,SYK,933,v12.0
NRAS,TP53,876,v12.0
NRAS,UBB,550,v12.0
PDGFRB,PECAM1,785,v12.0
PDGFRB,PIK3CA,976,v12.0
PDGFRB,PIK3CB,960,v12.0
PDGFRB,PIK3R1,999,v12.0
PDGFRB,PIK3R2,971,v12.0
PDGFRB,PLCG1,999,v12.0
PDGFRB,PLCG2,917,v12.0
PDGFRB,PTEN,950,v12.0
PDGFRB,PTK2,925,v12.0
PDGFRB,PTPN11,999,v12.0
PDGFRB,PTPRC,696,v12.0
PDGFRB,RHOA,424,v12.0
PDGFRB,SHC1,961,v12.0
PDGFRB,SRC,999,v12.0
PDGFRB,STAT3,915,v12.0
PDGFRB,TP53,637,v12.0
PECAM1,PIK3R1,400,v12.0
PECAM1,PLCG1,941,v12.0
PECAM1,PLCG2,584,v12.0
PECAM1,PTEN,481,v12.0
PECAM1,PTK2,492,v12.0
PECAM1,PTPN11,999,v12.0
PECAM1,PTPRC,912,v12.0
PECAM1,RHOA,484,v12.0
PECAM1,SRC,948,v12.0
PECAM1,STAT3,621,v12.0
PECAM1,SYK,587,v12.0
PECAM1,TLR2,533,v12.0
PECAM1,TLR4,608,v12.0
PECAM1,TP53,598,v12.0
PICALM,PSEN1,765,v12.0
PICALM,PSEN2,732,v12.0
PICALM,SORL1,838,v12.0
PICALM,TREM2,696,v12.0
PICALM,UBB,950,v12.0
PIK3CA,PIK3CB,998,v12.0
PIK3CA,PIK3R1,999,v12.0
PIK3CA,PIK3R2,999,v12.0
PIK3CA,PLCG1,973,v12.0
PIK3CA,PLCG2,928,v12.0
PIK3CA,PLK1,425,v12.0
PIK3CA,PTEN,995,v12.0
PIK3CA,PTK2,970,v12.0
PIK3CA,PTPN11,990,v12.0
PIK3CA,PTPRC,457,v12.0
PIK3CA,RHOA,743,v12.0
PIK3CA,SHC1,637,v12.0
PIK3CA,SRC,984,v12.0
PIK3CA,STAT3,859,v12.0
PIK3CA,SYK,935,v12.0
PIK3CA,TLR4,928,v12.0
PIK3CA,TP53,941,v12.0
PIK3CA,TREM2,509,v12.0
PIK3CB,PIK3R1,999,v12.0
PIK3CB,PIK3R2,999,v12.0
PIK3CB,PLCG1,924,v12.0
PIK3CB,PLCG2,938,v12.0
PIK3CB,PTEN,984,v12.0
PIK3CB,PTK2,930,v12.0
PIK3CB,PTPN11,934,v12.0
PIK3CB,RHOA,664,v12.0
PIK3CB,SHC1,631,v12.0
PIK3CB,SRC,967,v12.0
PIK3CB,STAT3,667,v12.0
PIK3CB,SYK,938,v12.0
PIK3CB,TLR4,924,v12.0
PIK3CB,TP53,476,v12.0
PIK3CB,TREM2,518,v12.0
PIK3R1,PIK3R2,999,v12.0
PIK3R1,PLCG1,967,v12.0
PIK3R1,PLCG2,979,v12.0
PIK3R1,PTEN,997,v12.0
PIK3R1,PTK2,988,v12.0
PIK3R1,PTPN11,996,v12.0
PIK3R1,RHOA,711,v12.0
PIK3R1,SHC1,971,v12.0
PIK3R1,SRC,998,v12.0
PIK3R1,STAT3,918,v12.0
PIK3R1,SYK,980,v12.0
PIK3R1,TLR2,641,v12.0
PIK3R1,TLR4,925,v12.0
PIK3R1,TP53,853,v12.0
PIK3R1,TREM2,522,v12.0
PIK3R2,PLCG1,926,v12.0
PIK3R2,PLCG2,910,v12.0
PIK3R2,PTEN,985,v12.0
PIK3R2,PTK2,934,v12.0
PIK3R2,PTPN11,960,v12.0
PIK3R2,RHOA,663,v12.0
PIK3R2,SHC1,731,v12.0
PIK3R2,SRC,959,v12.0
PIK3R2,STAT3,724,v12.0
PIK3R2,SYK,964,v12.0
PIK3R2,TLR4,912,v12.0
PIK3R2,TREM2,511,v12.0
PLCG1,PLCG2,964,v12.0
PLCG1,PTEN,938,v12.0
PLCG1,PTK2,845,v12.0
PLCG1,PTPN11,748,v12.0
PLCG1,PTPRC,404,v12.0
PLCG1,RHOA,776,v12.0
PLCG1,SHC1,896,v12.0
PLCG1,SRC,936,v12.0
PLCG1,STAT3,459,v12.0
PLCG1,SYK,998,v12.0
PLCG1,TP53,473,v12.0
PLCG1,TREM2,550,v12.0
PLCG2,PTEN,931,v12.0
PLCG2,PTK2,636,v12.0
PLCG2,PTPN11,934,v12.0
PLCG2,PTPRC,675,v12.0
PLCG2,SHC1,930,v12.0
PLCG2,SRC,975,v12.0
PLCG2,STAT3,781,v12.0
PLCG2,SYK,999,v12.0
PLCG2,TLR4,632,v12.0
PLCG2,TP53,438,v12.0
PLCG2,TREM2,782,v12.0
PLK1,PTEN,870,v12.0
PLK1,RHOA,512,v12.0
PLK1,STAT3,627,v12.0
PLK1,TP53,981,v12.0
PLK1,UBB,589,v12.0
PSAP,SMPD1,771,v12.0
PSAP,SRC,570,v12.0
PSEN1,PSEN2,999,v12.0
PSEN1,SORL1,784,v12.0
PSEN1,TREM2,853,v12.0
PSEN2,SORL1,778,v12.0
PSEN2,TREM2,752,v12.0
PTEN,PTK2,995,v12.0
PTEN,PTPN11,745,v12.0
PTEN,PTPRC,544,v12.0
PTEN,RHOA,726,v12.0
PTEN,SHC1,569,v12.0
PTEN,SRC,837,v12.0
PTEN,STAT3,794,v12.0
PTEN,SYK,465,v12.0
PTEN,TLR4,535,v12.0
PTEN,TP53,999,v12.0
PTEN,UBB,596,v12.0
PTK2,PTPN11,997,v12.0
PTK2,RHOA,983,v12.0
PTK2,SHC1,995,v12.0
PTK2,SRC,999,v12.0
PTK2,STAT3,928,v12.0
PTK2,SYK,605,v12.0
PTK2,TP53,928,v12.0
PTPN11,PTPRC,452,v12.0
PTPN11,RHOA,549,v12.0
PTPN11,SHC1,997,v12.0
PTPN11,SRC,998,v12.0
PTPN11,STAT3,984,v12.0
PTPN11,SYK,963,v12.0
PTPN11,TLR4,653,v12.0
PTPN11,TP53,612,v12.0
PTPN11,TREM2,438,v12.0
PTPN11,UBB,512,v12.0
PTPRC,SRC,683,v12.0
PTPRC,STAT3,662,v12.0
PTPRC,SYK,772,v12.0
PTPRC,TLR2,712,v12.0
PTPRC,TLR4,768,v12.0
PTPRC,TP53,624,v12.0
PTPRC,TREM2,527,v12.0
RHOA,SHC1,444,v12.0
RHOA,SRC,992,v12.0
RHOA,STAT3,622,v12.0
RHOA,SYK,741,v12.0
RHOA,TLR4,509,v12.0
RHOA,TP53,662,v12.0
RHOA,UBB,893,v12.0
SHC1,SRC,999,v12.0
SHC1,STAT3,893,v12.0
SHC1,SYK,957,v12.0
SHC1,TP53,675,v12.0
SHC1,TREM2,520,v12.0
SORL1,TLR2,437,v12.0
SORL1,TREM2,727,v12.0
SRC,STAT3,999,v12.0
SRC,SYK,999,v12.0
SRC,TLR2,697,v12.0
SRC,TLR4,880,v12.0
SRC,TP53,884,v12.0
SRC,UBB,707,v12.0
STAT3,SYK,980,v12.0
STAT3,TLR2,656,v12.0
STAT3,TLR4,846,v12.0
STAT3,TP53,994,v12.0
SYK,TLR2,701,v12.0
SYK,TLR4,971,v12.0
SYK,TP53,558,v12.0
SYK,TREM2,982,v12.0
SYK,UBB,533,v12.0
TLR2,TLR4,999,v12.0
TLR2,TP53,435,v12.0
TLR2,TREM2,525,v12.0
TLR4,TP53,592,v12.0
TLR4,TREM2,762,v12.0
TLR4,UBB,548,v12.0
TP53,UBB,799,v12.0
